Shop Type,Name,Address,Phone Number,Has Website,Opening Hours
Independent Bookstores,Christophe Hüe Old Books,"9 Rue de Montholon, 75009 Paris, France",06 17 93 27 81,True,"Monday: 3:00 – 7:30 PM, Tuesday: 3:00 – 7:30 PM, Wednesday: 3:00 – 7:30 PM, Thursday: 3:00 – 7:30 PM, Friday: 3:00 – 7:30 PM, Saturday: Closed, Sunday: Closed"
Independent Bookstores,Librairie Galignani,"224 Rue de Rivoli, 75001 Paris, France",01 42 60 76 07,True,"Monday: 10:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: Closed"
Independent Bookstores,Bouquinerie Oxfam,"8 Rue Saint-Ambroise, 75011 Paris, France",01 43 55 94 06,True,"Monday: Closed, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Independent Bookstores,Studio 7L,"7 Rue de Lille, 75007 Paris, France",01 42 92 03 58,True,"Monday: Closed, Tuesday: 10:30 AM – 7:00 PM, Wednesday: 10:30 AM – 7:00 PM, Thursday: 10:30 AM – 7:00 PM, Friday: 10:30 AM – 7:00 PM, Saturday: 10:30 AM – 7:00 PM, Sunday: Closed"
Independent Bookstores,Librairie-Galerie d'Art SEGOND,"34 Rue Saint-Lazare, 75009 Paris, France",01 44 53 06 33,False,"Monday: Closed, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 12:30 PM, 2:00 – 7:00 PM, Sunday: Closed"
Independent Bookstores,Flora Library,"10 Rue Croix des Petits Champs, 75001 Paris, France",09 83 42 38 16,True,"Monday: 2:00 – 6:00 PM, Tuesday: 10:00 AM – 6:00 PM, Wednesday: 10:00 AM – 6:00 PM, Thursday: 10:00 AM – 6:00 PM, Friday: 10:00 AM – 6:00 PM, Saturday: Closed, Sunday: Closed"
Independent Bookstores,Librairie livres en francais,"18 Rue Linné, 75005 Paris, France",01 43 36 04 26,False,"Monday: 1:00 – 6:00 PM, Tuesday: 1:00 – 6:00 PM, Wednesday: 1:00 – 6:00 PM, Thursday: 1:00 – 6:00 PM, Friday: 1:00 – 6:00 PM, Saturday: 1:00 – 6:00 PM, Sunday: Closed"
Independent Bookstores,wulolife,"43 Boulevard Haussmann 5ème étage, Doos, 43 Bd Haussmann, 75009 Paris, France",06 50 78 06 52,True,"Monday: 9:00 AM – 6:00 PM, Tuesday: 9:00 AM – 6:00 PM, Wednesday: 9:00 AM – 6:00 PM, Thursday: 9:00 AM – 6:00 PM, Friday: 9:00 AM – 6:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Independent Bookstores,Bookstore Presence Africaine,"25 bis Rue des Écoles, 75005 Paris, France",01 43 54 15 88,True,"Monday: 10:00 AM – 1:00 PM, 2:00 – 7:00 PM, Tuesday: 10:00 AM – 1:00 PM, 2:00 – 7:00 PM, Wednesday: 10:00 AM – 1:00 PM, 2:00 – 7:00 PM, Thursday: 10:00 AM – 1:00 PM, 2:00 – 7:00 PM, Friday: 10:00 AM – 1:00 PM, 2:00 – 7:00 PM, Saturday: 10:30 AM – 1:00 PM, 2:00 – 7:00 PM, Sunday: Closed"
Independent Bookstores,"BOOKS & FIGURINES - specialist of old books, figurines, toy-soldiers and curiosities","Bouquiniste face à la statue d'Etienne Marcel, Quai de l'Hôtel de ville, 75004 Paris, France",06 35 16 89 18,True,"Monday: 1:30 – 7:30 PM, Tuesday: 1:30 – 7:30 PM, Wednesday: 1:30 – 7:30 PM, Thursday: 1:30 – 7:30 PM, Friday: 1:30 – 7:30 PM, Saturday: 1:30 – 7:30 PM, Sunday: 1:30 – 7:30 PM"
Independent Bookstores,Librairie Vignes,"57 Rue Saint-Jacques, 75005 Paris, France",01 43 25 32 59,True,"Monday: 10:00 AM – 1:00 PM, 2:00 – 6:00 PM, Tuesday: 10:00 AM – 1:00 PM, 2:00 – 6:00 PM, Wednesday: 10:00 AM – 1:00 PM, 2:00 – 6:00 PM, Thursday: 10:00 AM – 1:00 PM, 2:00 – 6:00 PM, Friday: 10:00 AM – 1:00 PM, 2:00 – 6:00 PM, Saturday: 10:00 AM – 1:00 PM, 2:00 – 6:00 PM, Sunday: Closed"
Independent Bookstores,Librairie Delamain,"155 Rue Saint-Honoré, 75001 Paris, France",01 42 61 48 78,True,"Monday: 10:00 AM – 8:00 PM, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: 1:00 – 7:00 PM"
Independent Bookstores,Boulinier,"Pl. Joachim du Bellay, 75001 Paris, France",01 40 28 05 11,True,"Monday: 10:00 AM – 8:00 PM, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: 2:30 – 7:30 PM"
Independent Bookstores,Librairie Pelican Noir,"49 Rue Gay-Lussac, 75005 Paris, France",06 09 28 13 25,True,"Monday: 12:30 – 7:30 PM, Tuesday: 12:30 – 7:30 PM, Wednesday: 12:30 – 7:30 PM, Thursday: 12:30 – 7:30 PM, Friday: 12:30 – 7:30 PM, Saturday: 12:30 – 7:30 PM, Sunday: Closed"
Independent Bookstores,Library History F.Teissedre,"82 Rue Bonaparte, 75006 Paris, France",01 43 26 71 17,True,"Monday: 2:00 – 6:30 PM, Tuesday: 10:00 AM – 12:00 PM, 2:00 – 6:30 PM, Wednesday: 10:00 AM – 12:00 PM, 2:00 – 6:30 PM, Thursday: 10:00 AM – 12:00 PM, 2:00 – 6:30 PM, Friday: 10:00 AM – 12:00 PM, 2:00 – 6:30 PM, Saturday: 2:00 – 6:30 PM, Sunday: Closed"
Vintage Furniture Shops,L'Atelier 55,"8 Rue des Saints-Pères, 75007 Paris, France",01 42 33 68 06,True,"Monday: 10:00 AM – 8:00 PM, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: 10:00 AM – 6:00 PM"
Vintage Furniture Shops,L'Objet qui Parle,"86 R. des Martyrs, 75018 Paris, France",06 09 67 05 30,True,"Monday: 1:00 – 7:30 PM, Tuesday: 1:00 – 7:30 PM, Wednesday: 1:00 – 7:30 PM, Thursday: 1:00 – 7:30 PM, Friday: 1:00 – 7:30 PM, Saturday: 1:00 – 7:30 PM, Sunday: Closed"
Vintage Furniture Shops,Ma caverne,"78 Av. de Suffren, 75015 Paris, France",01 43 06 04 41,False,"Monday: 11:00 AM – 7:00 PM, Tuesday: Closed, Wednesday: Closed, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: 11:00 AM – 7:00 PM"
Vintage Furniture Shops,design deja vu,"Rue Bonaparte, 75006 Paris, France",06 15 45 94 70,True,
Vintage Furniture Shops,Le Blomet 64,"64 Rue Blomet, 75015 Paris, France",07 63 15 69 40,False,"Monday: Closed, Tuesday: 2:00 – 8:00 PM, Wednesday: 2:00 – 8:00 PM, Thursday: 2:00 – 8:00 PM, Friday: 2:00 – 8:00 PM, Saturday: 2:00 – 8:00 PM, Sunday: Closed"
Vintage Furniture Shops,"Le Cabinet de Belleville - vente, chasse et restauration de mobilier vintage","235 Rue du Faubourg Saint-Martin, 75010 Paris, France",06 20 72 59 18,True,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Vintage Furniture Shops,Les Nouveaux Brocanteurs | Fauteuil Club | Design Vintage | Design Scandinave Paris,"23 Bd de Ménilmontant, 75011 Paris, France",06 62 75 64 85,True,"Monday: Closed, Tuesday: 10:00 AM – 7:30 PM, Wednesday: 10:00 AM – 7:30 PM, Thursday: 10:00 AM – 7:30 PM, Friday: 10:00 AM – 7:30 PM, Saturday: 10:00 AM – 7:30 PM, Sunday: 2:30 – 7:30 PM"
Vintage Furniture Shops,Vintage Dealer,"16 Rue Boursault, 75017 Paris, France",06 11 47 07 06,True,"Monday: 3:30 – 7:00 PM, Tuesday: 1:30 – 7:30 PM, Wednesday: 1:30 – 7:30 PM, Thursday: 1:30 – 7:30 PM, Friday: 1:30 – 7:30 PM, Saturday: 1:30 – 7:30 PM, Sunday: 3:00 – 7:00 PM"
Vintage Furniture Shops,Victoria Antiquites,"45 , Bis Rue de la Folie-Regnault, 75011 Paris, France",06 17 85 00 64,False,"Monday: 10:30 AM – 7:00 PM, Tuesday: 10:30 AM – 7:00 PM, Wednesday: 10:30 AM – 7:00 PM, Thursday: 10:30 AM – 7:00 PM, Friday: 10:30 AM – 7:00 PM, Saturday: Closed, Sunday: Closed"
Vintage Furniture Shops,Bloc de l'Est Fauteuils Vintage Restaurés,"28 Rue Condorcet, 75009 Paris, France",06 64 13 13 62,True,"Monday: Closed, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,Red Rose Antiques,"101 Rue des Rosiers, 93400 Saint-Ouen-sur-Seine, France",06 12 16 20 86,True,"Monday: 11:00 AM – 4:00 PM, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: Closed, Saturday: 10:00 AM – 6:00 PM, Sunday: 10:30 AM – 6:00 PM"
Vintage Furniture Shops,Antiques the Ternes Market,"3 Rue Faraday, 75017 Paris, France",01 75 51 17 80,True,"Monday: Closed, Tuesday: 11:00 AM – 1:00 PM, 3:00 – 7:00 PM, Wednesday: 11:00 AM – 1:00 PM, 3:00 – 7:00 PM, Thursday: 11:00 AM – 1:00 PM, 3:00 – 7:00 PM, Friday: 11:00 AM – 1:00 PM, 3:00 – 7:00 PM, Saturday: 11:00 AM – 1:00 PM, 3:00 – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,Le Grenier De Sasha,"10 Rue Rameau, 78000 Versailles, France",06 37 22 67 62,True,"Monday: 9:00 AM – 8:45 PM, Tuesday: 9:00 AM – 8:45 PM, Wednesday: 9:00 AM – 8:45 PM, Thursday: 9:00 AM – 8:45 PM, Friday: 9:00 AM – 8:45 PM, Saturday: 9:00 AM – 8:45 PM, Sunday: 9:00 AM – 8:45 PM"
Vintage Furniture Shops,E.W.,"21 Rue Saint-Paul, 75004 Paris, France",01 42 77 55 11,False,"Monday: 2:30 – 7:00 PM, Tuesday: 2:30 – 7:00 PM, Wednesday: 2:30 – 7:00 PM, Thursday: 2:30 – 7:00 PM, Friday: 2:30 – 7:00 PM, Saturday: 2:30 – 7:00 PM, Sunday: 2:30 – 7:00 PM"
Vintage Furniture Shops,Florent Monestier,"47bis Av. Bosquet, 75007 Paris, France",01 45 55 03 01,False,"Monday: 10:30 AM – 7:00 PM, Tuesday: 10:30 AM – 7:00 PM, Wednesday: 10:30 AM – 7:00 PM, Thursday: 10:30 AM – 7:00 PM, Friday: 10:30 AM – 7:00 PM, Saturday: 10:30 AM – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,Antiques Christophe Lachaux,"52 Rue de Sèvres, 75007 Paris, France",06 07 48 56 26,True,"Monday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Tuesday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Wednesday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Thursday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Friday: 10:00 AM – 1:00 PM, 3:00 – 7:00 PM, Saturday: Closed, Sunday: Closed"
Vintage Furniture Shops,Industrial Jerome Lepert furniture,"106 Rue Vieille du Temple, 75003 Paris, France",01 42 71 61 37,True,"Monday: Closed, Tuesday: 11:00 AM – 1:00 PM, 2:00 – 7:00 PM, Wednesday: Closed, Thursday: Closed, Friday: 11:00 AM – 1:00 PM, 2:00 – 7:00 PM, Saturday: 11:00 AM – 1:00 PM, 2:00 – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,Antiques of the World,"24 Rue du Mail, 75002 Paris, France",06 08 60 59 98,False,"Monday: Closed, Tuesday: 10:00 AM – 12:30 PM, 3:00 – 6:30 PM, Wednesday: 10:00 AM – 12:30 PM, 3:00 – 6:30 PM, Thursday: 3:00 – 6:30 PM, Friday: 10:00 AM – 6:30 PM, Saturday: 3:00 – 6:30 PM, Sunday: Closed"
Vintage Furniture Shops,De L'Autre Côté De La Butte,"5 Rue Muller, 75018 Paris, France",01 42 62 26 06,True,"Monday: Closed, Tuesday: 2:00 – 7:00 PM, Wednesday: 2:00 – 7:00 PM, Thursday: 2:00 – 7:00 PM, Friday: 2:00 – 7:00 PM, Saturday: 2:00 – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,Antiquités & Design danois du XXe siècle,"8 Rue Bochart de Saron, 75018 Paris, France",06 74 58 11 91,True,"Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: 2:00 – 8:00 PM, Friday: 2:00 – 8:00 PM, Saturday: 10:00 AM – 6:00 PM, Sunday: Closed"
Vintage Furniture Shops,Ovni Design,"Agence immobilière La Place immobilier - Paris, 19 Rue des Gravilliers, 75003 Paris, France",06 18 35 12 18,True,"Monday: 10:30 AM – 6:30 PM, Tuesday: 10:30 AM – 6:30 PM, Wednesday: 10:30 AM – 6:30 PM, Thursday: 10:30 AM – 6:30 PM, Friday: 10:30 AM – 6:30 PM, Saturday: Closed, Sunday: Closed"
Vintage Furniture Shops,Brice Berard,"96 Rue des Rosiers, 93400 Saint-Ouen-sur-Seine, France",06 20 25 48 77,True,"Monday: 10:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,Soubrier Antiques and Decor - furniture rental,"14 Rue de Reuilly, 75012 Paris, France",01 43 72 93 71,True,"Monday: 8:30 AM – 12:30 PM, 2:00 – 6:00 PM, Tuesday: 8:30 AM – 12:30 PM, 2:00 – 6:00 PM, Wednesday: 8:30 AM – 12:30 PM, 2:00 – 6:00 PM, Thursday: 8:30 AM – 12:30 PM, 2:00 – 6:00 PM, Friday: 8:30 AM – 12:30 PM, 2:00 – 5:00 PM, Saturday: Closed, Sunday: Closed"
Vintage Furniture Shops,general store paris,"35 Rue de Paradis, 75010 Paris, France",06 58 13 69 26,True,"Monday: 1:00 – 7:00 PM, Tuesday: 1:00 – 7:00 PM, Wednesday: 1:00 – 7:00 PM, Thursday: 1:00 – 7:00 PM, Friday: 1:00 – 7:00 PM, Saturday: 1:00 – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,Antique Shop,"16 Rue des États Généraux, 78000 Versailles, France",,False,
Vintage Furniture Shops,Flo de Paris,"8 Rue Monsieur le Prince, 75006 Paris, France",06 03 79 48 19,True,"Monday: Closed, Tuesday: 11:30 AM – 7:30 PM, Wednesday: 11:30 AM – 7:30 PM, Thursday: 11:30 AM – 7:30 PM, Friday: 11:30 AM – 7:30 PM, Saturday: 12:00 – 7:30 PM, Sunday: Closed"
Vintage Furniture Shops,Petit Antiquités,"38 Rue des Batignolles, 75017 Paris, France",01 42 93 05 75,True,"Monday: 10:30 AM – 2:00 PM, 3:00 – 7:30 PM, Tuesday: 10:30 AM – 2:00 PM, 3:00 – 7:30 PM, Wednesday: 10:30 AM – 2:00 PM, 3:00 – 7:30 PM, Thursday: 10:30 AM – 2:00 PM, 3:00 – 7:30 PM, Friday: 10:30 AM – 2:00 PM, 3:00 – 7:30 PM, Saturday: 10:30 AM – 2:00 PM, 3:00 – 7:30 PM, Sunday: Closed"
Vintage Furniture Shops,Justine de Paris,"93400, 142 Rue des Rosiers, 93400 Saint-Ouen-sur-Seine, France",06 08 22 99 52,True,"Monday: 11:00 AM – 5:00 PM, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: 11:00 AM – 1:00 PM, Saturday: 11:00 AM – 5:00 PM, Sunday: 11:00 AM – 5:00 PM"
Vintage Furniture Shops,La Famille Vintage,"11 Rue Léon Bernard, 95760 Valmondois, France",06 47 89 32 23,True,
Vintage Furniture Shops,Malle2luxe,"8 Rue des Tournelles, 75004 Paris, France",06 48 76 19 09,True,"Monday: 9:00 AM – 8:00 PM, Tuesday: 9:00 AM – 8:00 PM, Wednesday: 9:00 AM – 8:00 PM, Thursday: 9:00 AM – 8:00 PM, Friday: 9:00 AM – 8:00 PM, Saturday: 9:00 AM – 8:00 PM, Sunday: 9:00 AM – 8:00 PM"
Vintage Furniture Shops,joli-trouvaillesvintage,"88 Av. de Verdun, 92270 Bois-Colombes, France",06 62 83 97 30,True,"Monday: Closed, Tuesday: 10:00 AM – 1:00 PM, 2:00 – 6:30 PM, Wednesday: 10:00 AM – 1:00 PM, 2:00 – 6:30 PM, Thursday: 10:00 AM – 1:00 PM, 2:00 – 6:30 PM, Friday: 10:00 AM – 1:00 PM, 2:00 – 6:30 PM, Saturday: 10:30 AM – 12:30 PM, 2:00 – 5:30 PM, Sunday: Closed"
Vintage Furniture Shops,Vénus Sur Cour,"15 Rue Saint-Paul, 75004 Paris, France",01 42 77 05 15,False,"Monday: Closed, Tuesday: Closed, Wednesday: 1:00 – 7:00 PM, Thursday: 1:00 – 7:00 PM, Friday: 1:00 – 7:00 PM, Saturday: 1:00 – 7:00 PM, Sunday: 1:00 – 7:00 PM"
Vintage Furniture Shops,Club Objet,"8 Rue Littré, 75006 Paris, France",01 44 39 97 21,True,"Monday: 11:00 AM – 7:00 PM, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,Rue de Siam (bureaux),"11 Rue des Halles, 75001 Paris, France",02 98 40 30 10,True,"Monday: 2:00 – 7:00 PM, Tuesday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Wednesday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Thursday: 10:00 AM – 12:00 PM, 2:00 – 7:00 PM, Friday: 11:00 AM – 12:00 PM, 2:00 – 7:00 PM, Saturday: 11:00 AM – 12:00 PM, 2:00 – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,Le Cygne Rose,"47 Rue Saint-Paul, 75004 Paris, France",01 75 57 75 24,True,"Monday: 2:00 – 7:00 PM, Tuesday: 2:00 – 7:00 PM, Wednesday: 2:00 – 7:00 PM, Thursday: 2:00 – 7:00 PM, Friday: 2:00 – 7:00 PM, Saturday: 2:00 – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,François Léage Gallery,"178 Rue du Faubourg Saint-Honoré, 75008 Paris, France",01 45 63 82 46,True,"Monday: 9:00 AM – 7:00 PM, Tuesday: 9:00 AM – 7:00 PM, Wednesday: 9:00 AM – 7:00 PM, Thursday: 9:00 AM – 7:00 PM, Friday: 9:00 AM – 7:00 PM, Saturday: 10:00 AM – 6:00 PM, Sunday: Closed"
Vintage Furniture Shops,brocante ces années-là,"39 Rue Caulaincourt, 75018 Paris, France",06 15 09 12 67,True,"Monday: Closed, Tuesday: 12:00 – 8:00 PM, Wednesday: 12:00 – 8:00 PM, Thursday: 12:00 – 8:00 PM, Friday: 12:00 – 8:00 PM, Saturday: 12:00 – 8:00 PM, Sunday: 3:30 – 8:00 PM"
Vintage Furniture Shops,Conte Antiquités,"7 Rue du Bac, 75007 Paris, France",01 42 60 18 62,True,"Monday: Closed, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,Meubles Vintage Design (Mvd),"26 Rue Thiers, 92100 Boulogne-Billancourt, France",06 51 64 08 03,True,"Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: Closed, Saturday: 9:00 AM – 5:00 PM, Sunday: Closed"
Vintage Furniture Shops,METAL AND WOODS,"45 Bis Rue de Saint-Cloud, 92410 Ville-d'Avray, France",09 51 76 92 50,True,
Vintage Furniture Shops,Scandishop,"12 Av. Mac-Mahon, 75017 Paris, France",06 09 09 98 35,True,"Monday: 11:00 AM – 6:30 PM, Tuesday: 11:00 AM – 6:30 PM, Wednesday: 11:00 AM – 7:30 PM, Thursday: 11:00 AM – 6:30 PM, Friday: 11:00 AM – 6:30 PM, Saturday: 3:00 – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,Galerie Alia,"170bis Rue de Grenelle, 75007 Paris, France",06 09 76 92 24,True,"Monday: 10:30 AM – 6:30 PM, Tuesday: 10:30 AM – 6:30 PM, Wednesday: 10:30 AM – 6:30 PM, Thursday: 10:30 AM – 6:30 PM, Friday: 10:30 AM – 6:30 PM, Saturday: Closed, Sunday: Closed"
Vintage Furniture Shops,Broc Antique,"60 Rue de Clichy, 75009 Paris, France",01 49 95 04 75,True,"Monday: 10:00 AM – 8:00 PM, Tuesday: 10:00 AM – 8:00 PM, Wednesday: 10:00 AM – 8:00 PM, Thursday: 10:00 AM – 8:00 PM, Friday: 10:00 AM – 8:00 PM, Saturday: 10:00 AM – 8:00 PM, Sunday: Closed"
Vintage Furniture Shops,La Marelle,"42 Rue Caulaincourt, 75018 Paris, France",06 07 76 14 90,True,"Monday: 2:00 – 6:00 PM, Tuesday: 11:00 AM – 7:00 PM, Wednesday: 11:00 AM – 7:00 PM, Thursday: 11:00 AM – 7:00 PM, Friday: 11:00 AM – 7:00 PM, Saturday: 11:00 AM – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,BROKNDESIGN,"10 Rue Rameau, 78000 Versailles, France",06 70 70 14 48,True,"Monday: Closed, Tuesday: Closed, Wednesday: Closed, Thursday: Closed, Friday: 10:30 AM – 7:00 PM, Saturday: 10:30 AM – 7:00 PM, Sunday: 10:30 AM – 7:00 PM"
Vintage Furniture Shops,Maison Le Doré,"67 Rue Saint-Jacques, 75005 Paris, France",01 43 54 38 29,True,"Monday: 8:00 AM – 8:00 PM, Tuesday: 8:00 AM – 8:00 PM, Wednesday: 8:00 AM – 8:00 PM, Thursday: 8:00 AM – 8:00 PM, Friday: 8:00 AM – 8:00 PM, Saturday: 8:00 AM – 8:00 PM, Sunday: 8:00 AM – 2:00 PM"
Vintage Furniture Shops,Antiquités Versailles,"4 Rue Singer, 75016 Paris, France",01 42 79 98 62,True,"Monday: 8:30 AM – 7:00 PM, Tuesday: 8:30 AM – 7:00 PM, Wednesday: 8:30 AM – 7:00 PM, Thursday: 8:30 AM – 7:00 PM, Friday: 8:30 AM – 7:00 PM, Saturday: 8:30 AM – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,Au Pont Louis-Philippe,"70 Quai de l'Hôtel de ville, 75004 Paris, France",01 42 72 16 44,False,"Monday: Closed, Tuesday: Closed, Wednesday: 2:00 – 7:00 PM, Thursday: 2:00 – 7:00 PM, Friday: 2:00 – 7:00 PM, Saturday: 2:00 – 7:00 PM, Sunday: 2:00 – 7:00 PM"
Vintage Furniture Shops,Les Chi(n)euses,"7 Rue Saint-Bernard, 75011 Paris, France",06 15 39 12 68,True,"Monday: Closed, Tuesday: 1:00 – 7:00 PM, Wednesday: 1:00 – 7:00 PM, Thursday: 1:00 – 7:00 PM, Friday: 1:00 – 7:00 PM, Saturday: 1:00 – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,The Auction House of the Particular,"116 Rue d'Alésia, 75014 Paris, France",01 45 42 42 42,True,"Monday: 10:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: 10:00 AM – 7:00 PM"
Vintage Furniture Shops,Tobogan Antiques,"14 Av. Matignon, 75008 Paris, France",01 42 86 89 99,True,"Monday: Closed, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 10:00 AM – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,Vintage Life,"10 bis Rue du 23 Août 1945, 77630 Barbizon, France",06 86 98 98 34,True,
Vintage Furniture Shops,YONOIL Brocante Montmartre - Virginie S.,"28 Rue Durantin, 75018 Paris, France",06 10 08 43 66,True,"Monday: Closed, Tuesday: 12:00 – 7:00 PM, Wednesday: 12:00 – 7:00 PM, Thursday: 12:00 – 7:00 PM, Friday: 12:00 – 7:00 PM, Saturday: 2:30 – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,L'Atelier 50 design,"37 Bd de Reuilly, 75012 Paris, France",06 51 25 88 82,True,"Monday: 11:00 AM – 6:00 PM, Tuesday: 11:00 AM – 6:00 PM, Wednesday: 11:00 AM – 6:00 PM, Thursday: 11:00 AM – 6:00 PM, Friday: 11:00 AM – 6:00 PM, Saturday: 11:00 AM – 6:00 PM, Sunday: Closed"
Vintage Furniture Shops,m2b design vintage,"28 Rue de la Capsulerie, 93100 Montreuil, France",06 12 06 56 25,False,"Monday: 10:00 AM – 12:00 PM, 2:00 – 6:00 PM, Tuesday: 10:00 AM – 6:00 PM, Wednesday: 10:00 AM – 6:00 PM, Thursday: 10:00 AM – 6:00 PM, Friday: 10:00 AM – 6:00 PM, Saturday: 10:00 AM – 6:00 PM, Sunday: Closed"
Vintage Furniture Shops,Katsura,"39 Rue du Cherche-Midi, 75006 Paris, France",01 42 22 60 65,False,"Monday: Closed, Tuesday: 2:00 – 8:30 PM, Wednesday: 2:00 – 8:30 PM, Thursday: 2:00 – 8:30 PM, Friday: 2:00 – 8:30 PM, Saturday: 2:00 – 8:30 PM, Sunday: Closed"
Vintage Furniture Shops,O'Range Metalic,"Sur RDV uniquement, 5 Rue des Prés, 91570 Bièvres, France",07 87 24 87 88,True,
Vintage Furniture Shops,Galerie Aveline,"94 Rue du Faubourg Saint-Honoré, 75008 Paris, France",01 42 66 60 29,True,"Monday: 10:00 AM – 7:00 PM, Tuesday: 10:00 AM – 7:00 PM, Wednesday: 10:00 AM – 7:00 PM, Thursday: 10:00 AM – 7:00 PM, Friday: 10:00 AM – 7:00 PM, Saturday: 12:00 – 7:00 PM, Sunday: Closed"
Vintage Furniture Shops,Les Antiquaires Bretons,"7 Rue de la Grange Batelière, 75009 Paris, France",01 45 23 18 06,False,"Monday: 11:30 AM – 7:00 PM, Tuesday: 11:30 AM – 7:00 PM, Wednesday: 11:30 AM – 7:00 PM, Thursday: 11:30 AM – 7:00 PM, Friday: 11:30 AM – 7:00 PM, Saturday: 11:30 AM – 7:00 PM, Sunday: Closed"
